dt,LandAverageTemperature,LandAverageTemperatureUncertainty,LandMaxTemperature,LandMaxTemperatureUncertainty,LandMinTemperature,LandMinTemperatureUncertainty,LandAndOceanAverageTemperature,LandAndOceanAverageTemperatureUncertainty
1916-12-31,8.22525,0.26041666666666663,14.097166666666665,0.3239166666666667,2.2624999999999997,0.32683333333333336,14.901333333333334,0.13483333333333336
1917-12-31,8.023333333333332,0.26066666666666666,13.925916666666666,0.31949999999999995,2.0195833333333337,0.31375,14.809750000000003,0.14049999999999999
1918-12-31,8.130833333333332,0.26825000000000004,13.961083333333333,0.28641666666666665,2.1856666666666666,0.371,14.959833333333336,0.1481666666666667
1919-12-31,8.38225,0.26675000000000004,14.15633333333333,0.34125,2.451083333333333,0.3393333333333333,15.006749999999998,0.14283333333333334
1920-12-31,8.35875,0.2626666666666667,14.142666666666669,0.35325,2.44575,0.327,15.026249999999997,0.13558333333333333
1921-12-31,8.571,0.2568333333333334,14.424416666666668,0.28975,2.6770833333333326,0.3153333333333333,15.102083333333335,0.12916666666666668
1922-12-31,8.408,0.25858333333333333,14.20525,0.31566666666666665,2.433333333333333,0.31325000000000003,15.012333333333336,0.12408333333333334
1923-12-31,8.422166666666666,0.2530833333333334,14.181750000000001,0.28475,2.45625,0.2898333333333333,15.027833333333332,0.12266666666666669
1924-12-31,8.506833333333335,0.2568333333333333,14.223833333333332,0.27924999999999994,2.5061666666666667,0.29425,15.039333333333333,0.12450000000000001
1925-12-31,8.534416666666667,0.24075,14.344333333333333,0.2554166666666667,2.5414999999999996,0.29058333333333336,15.090333333333334,0.12391666666666667
1926-12-31,8.728833333333332,0.2426666666666667,14.45225,0.256,2.7685833333333334,0.28175,15.241083333333336,0.12241666666666666
1927-12-31,8.522083333333333,0.2489166666666667,14.297833333333335,0.24875,2.535249999999999,0.29524999999999996,15.122250000000001,0.12166666666666666
1928-12-31,8.632166666666668,0.2485833333333333,14.362166666666665,0.24783333333333335,2.66825,0.2794166666666667,15.13225,0.12333333333333334
1929-12-31,8.242416666666665,0.25175,13.95641666666667,0.24574999999999994,2.3010833333333336,0.2755,14.967416666666665,0.12466666666666669
1930-12-31,8.633583333333332,0.23966666666666667,14.326250000000002,0.24358333333333335,2.74,0.2693333333333333,15.172499999999998,0.12891666666666668
1931-12-31,8.71925,0.23775,14.41975,0.22849999999999995,2.818583333333333,0.2738333333333333,15.228250000000003,0.12908333333333333
1932-12-31,8.705250000000001,0.2489166666666667,14.432083333333333,0.22408333333333333,2.7624999999999997,0.27291666666666664,15.188000000000002,0.12941666666666668
1933-12-31,8.33825,0.2426666666666667,14.078333333333331,0.24091666666666667,2.424416666666666,0.28124999999999994,15.012916666666667,0.12708333333333333
1934-12-31,8.628333333333336,0.24008333333333334,14.38425,0.2340833333333333,2.7665833333333336,0.2758333333333334,15.1445,0.12441666666666669
1935-12-31,8.51575,0.23591666666666666,14.286916666666665,0.2330833333333333,2.5877500000000007,0.2635,15.118833333333335,0.12233333333333335
1936-12-31,8.554,0.2430833333333334,14.314583333333333,0.23908333333333334,2.6394166666666665,0.2559166666666666,15.166166666666667,0.12033333333333335
1937-12-31,8.698333333333332,0.24008333333333332,14.476333333333335,0.24558333333333335,2.7500000000000004,0.25650000000000006,15.3005,0.12000000000000001
1938-12-31,8.863666666666665,0.24050000000000002,14.649916666666668,0.23424999999999999,3.033000000000001,0.26875,15.293083333333334,0.11858333333333333
1939-12-31,8.760333333333334,0.2373333333333333,14.594666666666667,0.2393333333333333,2.880666666666667,0.2605,15.302333333333332,0.12058333333333333
1940-12-31,8.764666666666667,0.2310833333333333,14.579083333333335,0.23491666666666666,2.890333333333334,0.25416666666666665,15.372083333333334,0.12283333333333335
1941-12-31,8.768666666666668,0.22783333333333333,14.536166666666666,0.23008333333333333,2.9148333333333336,0.2639166666666667,15.384666666666666,0.11591666666666667
1942-12-31,8.728416666666666,0.2295,14.53425,0.23866666666666667,2.9200833333333343,0.27825,15.325333333333338,0.1330833333333333
1943-12-31,8.755083333333333,0.22658333333333336,14.603000000000002,0.22591666666666665,2.936583333333333,0.24516666666666673,15.344999999999999,0.13366666666666668
1944-12-31,8.845,0.22516666666666665,14.727166666666664,0.2270833333333333,3.0596666666666654,0.24583333333333338,15.449083333333334,0.12775
1945-12-31,8.584833333333332,0.2203333333333333,14.438749999999999,0.21483333333333332,2.7723333333333327,0.26066666666666666,15.33075,0.13033333333333333
1946-12-31,8.676916666666669,0.22241666666666662,14.481500000000002,0.21483333333333335,2.830583333333333,0.2545833333333334,15.262750000000002,0.1324166666666667
1947-12-31,8.797083333333333,0.21708333333333332,14.562500000000002,0.21766666666666667,2.9645833333333336,0.2480833333333334,15.31016666666667,0.12875000000000003
1948-12-31,8.74675,0.20958333333333332,14.615583333333335,0.23324999999999999,2.9154166666666668,0.23758333333333334,15.261166666666668,0.12850000000000003
1949-12-31,8.586749999999999,0.20825000000000002,14.414666666666664,0.22066666666666665,2.8021666666666665,0.24216666666666664,15.22275,0.10741666666666667
1950-12-31,8.365250000000001,0.18633333333333335,14.17375,0.21516666666666664,2.578583333333333,0.23275,15.1395,0.10233333333333333
1951-12-31,8.625666666666666,0.18416666666666667,14.43016666666667,0.20216666666666663,2.7356666666666665,0.20675,15.311166666666665,0.09891666666666665
1952-12-31,8.638250000000001,0.20875000000000002,14.462583333333335,0.21225000000000002,2.820166666666666,0.22241666666666668,15.363083333333334,0.10166666666666667
1953-12-31,8.873750000000001,0.21208333333333332,14.639249999999999,0.20241666666666666,3.1076666666666664,0.2255,15.421083333333334,0.10225
1954-12-31,8.560666666666666,0.18716666666666668,14.286583333333333,0.19133333333333336,2.865833333333333,0.19175,15.230583333333335,0.09533333333333333
1955-12-31,8.62625,0.15358333333333332,14.329083333333331,0.17958333333333332,2.8614166666666674,0.18783333333333332,15.174333333333335,0.0880833333333333
1956-12-31,8.279583333333333,0.1208333333333333,14.023666666666664,0.16183333333333333,2.56175,0.20350000000000001,15.106,0.07966666666666665
1957-12-31,8.7325,0.158,14.381916666666667,0.12041666666666666,3.001,0.15575,15.374083333333331,0.08441666666666665
1958-12-31,8.77375,0.10433333333333335,14.477499999999997,0.161,3.1145,0.1725833333333333,15.382083333333334,0.07450000000000001
1959-12-31,8.732666666666665,0.10716666666666665,14.4165,0.15008333333333335,3.1085833333333333,0.14916666666666667,15.340499999999999,0.07391666666666667
1960-12-31,8.58375,0.09349999999999999,14.317416666666665,0.14941666666666667,2.932583333333332,0.13758333333333334,15.291916666666665,0.06933333333333334
1961-12-31,8.797666666666666,0.09699999999999999,14.514916666666664,0.16574999999999998,3.12875,0.18174999999999997,15.379916666666668,0.06716666666666667
1962-12-31,8.745916666666666,0.13291666666666666,14.54016666666667,0.15891666666666665,3.0085833333333327,0.20441666666666666,15.325583333333334,0.0725
1963-12-31,8.856,0.09233333333333334,14.612250000000003,0.15275000000000002,3.1575833333333336,0.18241666666666667,15.376666666666667,0.06833333333333334
1964-12-31,8.409666666666666,0.09250000000000001,14.156833333333333,0.15633333333333335,2.768833333333333,0.15699999999999997,15.117083333333332,0.06516666666666668
1965-12-31,8.527416666666667,0.10883333333333334,14.268416666666667,0.1845,2.841416666666667,0.19516666666666663,15.195750000000002,0.06725000000000002
1966-12-31,8.599333333333332,0.09225,14.325916666666666,0.12725,2.8994166666666668,0.13408333333333333,15.264666666666665,0.06366666666666668
1967-12-31,8.700083333333334,0.08366666666666667,14.4065,0.12591666666666668,3.037083333333333,0.15175000000000002,15.294166666666667,0.059250000000000004
1968-12-31,8.516333333333334,0.11166666666666668,14.164250000000003,0.13058333333333333,2.85725,0.1515,15.263916666666665,0.060166666666666674
1969-12-31,8.595083333333333,0.08516666666666667,14.212083333333332,0.1515,2.962916666666666,0.19575,15.390499999999998,0.05516666666666667
1970-12-31,8.700916666666666,0.07558333333333332,14.403250000000002,0.13183333333333336,3.04275,0.12166666666666666,15.332666666666666,0.05325000000000001
1971-12-31,8.59925,0.09791666666666667,14.35275,0.14966666666666667,2.9622499999999996,0.15808333333333333,15.200000000000001,0.05616666666666667
1972-12-31,8.499583333333334,0.09533333333333334,14.164916666666663,0.14141666666666666,2.844833333333334,0.16208333333333333,15.292916666666668,0.055833333333333346
1973-12-31,8.948249999999998,0.10074999999999999,14.565999999999997,0.13125,3.3701666666666656,0.12,15.404750000000002,0.054916666666666676
1974-12-31,8.4675,0.1045,14.08191666666667,0.12266666666666669,2.9009166666666673,0.11858333333333333,15.168083333333334,0.056250000000000015
1975-12-31,8.744833333333334,0.09708333333333334,14.383666666666665,0.13325,3.121083333333333,0.12775,15.238666666666667,0.055333333333333345
1976-12-31,8.347249999999999,0.10058333333333336,14.008000000000001,0.15075,2.734166666666667,0.1430833333333333,15.131083333333335,0.05741666666666668
1977-12-31,8.850249999999999,0.08466666666666665,14.4855,0.12500000000000003,3.294583333333333,0.14291666666666666,15.40825,0.05300000000000001
1978-12-31,8.692749999999998,0.10383333333333335,14.28125,0.15583333333333335,3.1709166666666664,0.19175,15.300916666666666,0.055500000000000015
1979-12-31,8.733416666666665,0.08641666666666666,14.457750000000003,0.15558333333333332,3.200083333333333,0.16783333333333336,15.414166666666667,0.047499999999999994
1980-12-31,8.980333333333332,0.10666666666666669,14.672916666666667,0.15258333333333335,3.4046666666666674,0.15008333333333332,15.491833333333332,0.053666666666666675
1981-12-31,9.165833333333333,0.08725000000000001,14.85516666666667,0.13891666666666672,3.6359166666666667,0.1474166666666667,15.516166666666669,0.05233333333333334
1982-12-31,8.639166666666666,0.08266666666666668,14.300916666666666,0.171,3.2399166666666672,0.20708333333333337,15.341916666666668,0.05475
1983-12-31,9.028166666666666,0.09399999999999999,14.679833333333335,0.11466666666666668,3.5524166666666672,0.12425000000000001,15.520249999999999,0.055833333333333346
1984-12-31,8.691833333333335,0.10258333333333336,14.342666666666666,0.13408333333333333,3.1867499999999995,0.13033333333333336,15.344166666666666,0.05716666666666668
1985-12-31,8.658,0.09324999999999999,14.267166666666668,0.11966666666666669,3.1756666666666664,0.10541666666666667,15.34066666666667,0.05391666666666667
1986-12-31,8.833583333333332,0.085,14.51683333333333,0.12050000000000001,3.319333333333333,0.12825,15.384000000000002,0.05325
1987-12-31,8.994416666666668,0.08516666666666667,14.699833333333332,0.11075,3.431416666666667,0.1445833333333333,15.524500000000003,0.05333333333333334
1988-12-31,9.201583333333334,0.08008333333333334,14.889999999999999,0.13366666666666666,3.6540000000000004,0.1115,15.555750000000002,0.05325000000000001
1989-12-31,8.921999999999999,0.08800000000000001,14.621499999999997,0.11183333333333334,3.3343333333333334,0.12916666666666668,15.441583333333334,0.05591666666666668
1990-12-31,9.234166666666667,0.08633333333333333,14.957666666666668,0.12983333333333333,3.65875,0.11975000000000001,15.629333333333335,0.05725
1991-12-31,9.179416666666667,0.06208333333333335,14.839583333333335,0.10125,3.6221666666666668,0.10566666666666667,15.597999999999999,0.05508333333333334
1992-12-31,8.836583333333332,0.08333333333333333,14.471333333333332,0.09900000000000002,3.2635,0.1025,15.453000000000003,0.05816666666666668
1993-12-31,8.866583333333333,0.08133333333333333,14.519750000000004,0.0785,3.2845833333333334,0.10633333333333332,15.466416666666667,0.05916666666666668
1994-12-31,9.038749999999999,0.07091666666666667,14.729249999999999,0.10925,3.396083333333334,0.12675,15.534999999999998,0.05858333333333334
1995-12-31,9.347083333333332,0.07641666666666666,15.026416666666668,0.13258333333333333,3.7035,0.15800000000000003,15.637833333333333,0.06041666666666668
1996-12-31,9.038916666666667,0.08474999999999999,14.737249999999998,0.11791666666666667,3.3811666666666667,0.11241666666666666,15.524666666666668,0.0595
1997-12-31,9.202583333333333,0.08858333333333335,14.868,0.12066666666666669,3.5901666666666663,0.1115,15.713833333333334,0.05916666666666667
1998-12-31,9.522666666666666,0.07391666666666667,15.169416666666665,0.10475000000000001,3.949166666666667,0.12491666666666666,15.826000000000002,0.063
1999-12-31,9.285083333333333,0.07924999999999999,14.982750000000001,0.09675,3.662333333333333,0.11349999999999999,15.600333333333333,0.06333333333333334
2000-12-31,9.201166666666667,0.0835,14.898833333333329,0.12266666666666666,3.581833333333334,0.11541666666666667,15.610666666666667,0.06350000000000001
2001-12-31,9.414583333333335,0.08741666666666664,15.15916666666667,0.10375000000000001,3.7406666666666664,0.12008333333333333,15.767499999999998,0.06458333333333334
2002-12-31,9.570416666666667,0.07241666666666667,15.31233333333333,0.12408333333333332,3.864583333333334,0.11716666666666664,15.829166666666667,0.06291666666666666
2003-12-31,9.525583333333334,0.09066666666666666,15.249333333333334,0.11374999999999998,3.851583333333334,0.12616666666666668,15.826583333333337,0.06433333333333334
2004-12-31,9.324583333333333,0.08341666666666665,15.017999999999999,0.10908333333333335,3.6644166666666673,0.1059166666666667,15.75725,0.061250000000000006
2005-12-31,9.700916666666666,0.07516666666666667,15.349833333333335,0.11308333333333333,4.113833333333333,0.11208333333333333,15.879249999999999,0.06083333333333335
2006-12-31,9.532499999999999,0.08999999999999998,15.262000000000002,0.14958333333333335,3.8648333333333333,0.13833333333333334,15.8135,0.06100000000000002
2007-12-31,9.732166666666664,0.08949999999999998,15.533083333333332,0.12883333333333333,4.009250000000001,0.1371666666666667,15.827333333333334,0.05908333333333334
2008-12-31,9.431750000000001,0.07891666666666665,15.19175,0.1035,3.724833333333333,0.12983333333333333,15.721250000000003,0.05725
2009-12-31,9.505250000000002,0.08591666666666666,15.266583333333335,0.10774999999999997,3.7969166666666667,0.126,15.827166666666669,0.05891666666666667
2010-12-31,9.703083333333332,0.08341666666666668,15.449,0.10341666666666667,4.0239166666666675,0.11566666666666668,15.895499999999998,0.05858333333333334
2011-12-31,9.516,0.08199999999999999,15.284833333333333,0.11433333333333336,3.827666666666667,0.13658333333333333,15.7695,0.059
2012-12-31,9.507333333333333,0.08341666666666665,15.332833333333333,0.10733333333333332,3.7561666666666667,0.14533333333333334,15.802333333333337,0.0615
2013-12-31,9.606499999999999,0.09766666666666667,15.373833333333335,0.1155,3.911333333333332,0.14983333333333335,15.854416666666667,0.06466666666666666
2014-12-31,9.570666666666666,0.09016666666666666,15.313583333333334,0.11166666666666669,3.8777499999999994,0.139,15.912999999999997,0.06316666666666669
2015-12-31,9.830999999999998,0.09216666666666667,15.572666666666665,0.10649999999999998,4.148833333333333,0.14175,16.058583333333335,0.06083333333333333
